date,press,dew,temp,pollution,wnd_dir,wnd_spd,snow,rain
2010-12-11 02:00:00,1023.0,-18,-5.0,18.0,cv,0.89,0,0
2010-12-11 03:00:00,1023.0,-18,-5.0,14.0,NW,1.79,0,0
2010-12-11 04:00:00,1023.0,-17,-6.0,16.0,NW,3.58,0,0
2010-12-11 05:00:00,1023.0,-16,-10.0,22.0,NW,6.71,0,0
2010-12-11 06:00:00,1023.0,-16,-6.0,23.0,NW,10.73,0,0
2010-12-11 07:00:00,1023.0,-16,-6.0,19.0,NW,13.86,0,0
2010-12-11 08:00:00,1024.0,-15,-6.0,23.0,SE,3.13,0,0
2010-12-11 09:00:00,1024.0,-13,-3.0,35.0,SE,4.92,0,0
2010-12-11 10:00:00,1023.0,-15,-1.0,47.0,SE,8.94,0,0
2010-12-11 11:00:00,1023.0,-17,1.0,40.0,SE,16.09,0,0
2010-12-11 12:00:00,1021.0,-17,2.0,41.0,SE,21.01,0,0
2010-12-11 13:00:00,1020.0,-17,2.0,36.0,SE,25.93,0,0
2010-12-11 14:00:00,1019.0,-17,2.0,49.0,SE,31.74,0,0
2010-12-11 15:00:00,1018.0,-17,2.0,47.0,SE,37.55,0,0
2010-12-11 16:00:00,1018.0,-17,1.0,46.0,SE,42.47,0,0
2010-12-11 17:00:00,1018.0,-15,-1.0,34.0,SE,44.26,0,0
2010-12-11 18:00:00,1018.0,-15,-2.0,43.0,SE,46.05,0,0
2010-12-11 19:00:00,1018.0,-15,-3.0,53.0,SE,47.84,0,0
2010-12-11 20:00:00,1018.0,-14,-3.0,82.0,SE,49.63,0,0
2010-12-11 21:00:00,1018.0,-13,-3.0,116.0,SE,52.76,0,0
2010-12-11 22:00:00,1018.0,-12,-4.0,122.0,SE,54.55,0,0
2010-12-11 23:00:00,1018.0,-11,-4.0,119.0,cv,0.89,0,0
2010-12-12 00:00:00,1017.0,-11,-5.0,109.0,SE,0.89,0,0
2010-12-12 01:00:00,1017.0,-10,-5.0,131.0,cv,0.89,0,0
2010-12-12 02:00:00,1016.0,-11,-5.0,112.0,cv,1.78,0,0
2010-12-12 03:00:00,1015.0,-11,-5.0,115.0,SE,0.89,0,0
2010-12-12 04:00:00,1015.0,-11,-5.0,102.0,NW,0.89,0,0
2010-12-12 05:00:00,1015.0,-12,-7.0,105.0,NW,4.02,0,0
2010-12-12 06:00:00,1015.0,-11,-6.0,100.0,NW,7.15,0,0
2010-12-12 07:00:00,1015.0,-11,-7.0,101.0,NW,10.28,0,0
2010-12-12 08:00:00,1016.0,-10,-5.0,107.0,NW,13.41,0,0
2010-12-12 09:00:00,1017.0,-10,-3.0,94.0,NW,17.43,0,0
2010-12-12 10:00:00,1017.0,-10,-1.0,87.0,NW,21.45,0,0
2010-12-12 11:00:00,1017.0,-12,0.0,100.0,NW,25.47,0,0
2010-12-12 12:00:00,1016.0,-12,1.0,95.0,NW,28.6,0,0
2010-12-12 13:00:00,1016.0,-11,2.0,101.0,NW,31.73,0,0
2010-12-12 14:00:00,1016.0,-11,2.0,104.0,NW,33.52,0,0
2010-12-12 15:00:00,1016.0,-11,2.0,118.0,NE,1.79,0,0
2010-12-12 16:00:00,1018.0,-11,2.0,117.0,NW,1.79,0,0
2010-12-12 17:00:00,1019.0,-11,1.0,113.0,NE,0.89,0,0
2010-12-12 18:00:00,1020.0,-9,-1.0,109.0,NW,1.79,0,0
2010-12-12 19:00:00,1021.0,-8,-1.0,122.0,cv,0.45,0,0
2010-12-12 20:00:00,1022.0,-8,-2.0,139.0,cv,1.34,0,0
2010-12-12 21:00:00,1023.0,-7,0.0,140.0,cv,2.23,0,0
2010-12-12 22:00:00,1024.0,-6,-1.0,179.0,NE,1.79,0,0
2010-12-12 23:00:00,1024.0,-13,0.0,171.0,NE,5.81,0,0
2010-12-13 00:00:00,1025.0,-13,-1.0,140.0,NE,12.96,0,0
2010-12-13 01:00:00,1025.0,-13,-2.0,15.0,NE,21.01,0,0
2010-12-13 02:00:00,1027.0,-16,-3.0,11.0,NE,28.16,0,0
2010-12-13 03:00:00,1028.0,-18,-4.0,8.0,NE,36.21,0,0
2010-12-13 04:00:00,1028.0,-19,-4.0,6.0,NE,43.36,0,0
2010-12-13 05:00:00,1028.0,-18,-5.0,7.0,NE,50.51,0,0
2010-12-13 06:00:00,1029.0,-19,-5.0,10.0,NE,57.66,0,0
2010-12-13 07:00:00,1030.0,-21,-6.0,16.0,NE,63.47,0,0
2010-12-13 08:00:00,1030.0,-22,-6.0,13.0,NE,69.28,0,0
2010-12-13 09:00:00,1031.0,-23,-5.0,19.0,NE,75.09,0,0
2010-12-13 10:00:00,1031.0,-24,-5.0,19.0,NE,82.24,0,0
2010-12-13 11:00:00,1031.0,-24,-5.0,18.0,NE,88.05,0,0
2010-12-13 12:00:00,1030.0,-24,-5.0,17.0,NE,95.2,0,0
2010-12-13 13:00:00,1029.0,-24,-4.0,20.0,NE,101.01,0,0
2010-12-13 14:00:00,1029.0,-24,-3.0,15.0,NE,105.93,0,0
2010-12-13 15:00:00,1029.0,-24,-3.0,18.0,NE,110.85,0,0
2010-12-13 16:00:00,1029.0,-24,-4.0,18.0,NE,115.77,0,0
2010-12-13 17:00:00,1030.0,-24,-5.0,9.0,NE,118.9,0,0
2010-12-13 18:00:00,1031.0,-23,-7.0,17.0,NW,1.79,0,0
2010-12-13 19:00:00,1032.0,-23,-6.0,19.0,NE,3.13,0,0
2010-12-13 20:00:00,1032.0,-22,-6.0,22.0,NE,6.26,0,0
2010-12-13 21:00:00,1032.0,-22,-6.0,27.0,NE,10.28,0,0
2010-12-13 22:00:00,1033.0,-23,-6.0,21.0,NE,15.2,0,0
2010-12-13 23:00:00,1033.0,-22,-7.0,15.0,NE,20.12,0,0
2010-12-14 00:00:00,1034.0,-23,-8.0,16.0,NE,24.14,0,0
2010-12-14 01:00:00,1034.0,-23,-9.0,24.0,NE,25.93,0,0
2010-12-14 02:00:00,1034.0,-22,-10.0,17.0,NW,3.13,0,0
2010-12-14 03:00:00,1034.0,-22,-11.0,13.0,NW,7.15,0,0
2010-12-14 04:00:00,1033.0,-22,-11.0,20.0,NW,12.07,0,0
2010-12-14 05:00:00,1033.0,-23,-11.0,17.0,NW,13.86,0,0
2010-12-14 06:00:00,1034.0,-23,-11.0,19.0,NW,15.65,0,0
2010-12-14 07:00:00,1034.0,-22,-11.0,15.0,NW,19.67,0,0
2010-12-14 08:00:00,1035.0,-21,-11.0,23.0,NW,23.69,0,0
2010-12-14 09:00:00,1035.0,-22,-7.0,22.0,NW,27.71,0,0
2010-12-14 10:00:00,1036.0,-23,-6.0,20.0,NW,33.52,0,0
2010-12-14 11:00:00,1035.0,-23,-6.0,23.0,NW,39.33,0,0
2010-12-14 12:00:00,1034.0,-23,-5.0,22.0,NW,45.14,0,0
2010-12-14 13:00:00,1033.0,-23,-4.0,16.0,NW,52.29,0,0
2010-12-14 14:00:00,1033.0,-23,-4.0,16.0,NW,60.34,0,0
2010-12-14 15:00:00,1032.0,-23,-4.0,15.0,NW,70.17,0,0
2010-12-14 16:00:00,1033.0,-23,-4.0,16.0,NW,80.0,0,0
2010-12-14 17:00:00,1033.0,-23,-4.0,16.0,NW,84.92,0,0
2010-12-14 18:00:00,1034.0,-23,-6.0,17.0,NW,89.84,0,0
2010-12-14 19:00:00,1034.0,-24,-6.0,15.0,NW,97.89,0,0
2010-12-14 20:00:00,1036.0,-23,-7.0,16.0,NW,105.04,0,0
2010-12-14 21:00:00,1036.0,-24,-7.0,15.0,NW,112.19,0,0
2010-12-14 22:00:00,1037.0,-25,-8.0,8.0,NW,119.34,0,0
2010-12-14 23:00:00,1038.0,-24,-8.0,15.0,NW,124.26,0,0
2010-12-15 00:00:00,1037.0,-24,-9.0,11.0,NW,130.07,0,0
2010-12-15 01:00:00,1037.0,-25,-9.0,12.0,NW,137.22,0,0
2010-12-15 02:00:00,1037.0,-27,-10.0,14.0,NW,147.05,0,0
2010-12-15 03:00:00,1037.0,-28,-11.0,13.0,NW,155.99,0,0
2010-12-15 04:00:00,1037.0,-28,-12.0,13.0,NW,163.14,0,0
2010-12-15 05:00:00,1037.0,-28,-12.0,15.0,NW,168.06,0,0
2010-12-15 06:00:00,1036.0,-26,-12.0,13.0,NW,176.11,0,0
2010-12-15 07:00:00,1036.0,-26,-12.0,13.0,NW,184.16,0,0
2010-12-15 08:00:00,1036.0,-26,-12.0,18.0,NW,191.31,0,0
2010-12-15 09:00:00,1036.0,-26,-10.0,17.0,NW,199.36,0,0
2010-12-15 10:00:00,1036.0,-26,-9.0,23.0,NW,207.41,0,0
2010-12-15 11:00:00,1035.0,-26,-8.0,22.0,NW,219.48,0,0
2010-12-15 12:00:00,1034.0,-26,-8.0,22.0,NW,228.42,0,0
2010-12-15 13:00:00,1032.0,-25,-7.0,25.0,NW,238.25,0,0
2010-12-15 14:00:00,1031.0,-24,-6.0,17.0,NW,246.3,0,0
2010-12-15 15:00:00,1030.0,-24,-5.0,21.0,NW,254.35,0,0
2010-12-15 16:00:00,1030.0,-24,-5.0,24.0,NW,262.4,0,0
2010-12-15 17:00:00,1029.0,-24,-5.0,13.0,NW,266.42,0,0
2010-12-15 18:00:00,1028.0,-23,-4.0,15.0,NW,269.55,0,0
2010-12-15 19:00:00,1028.0,-23,-4.0,43.0,SE,4.02,0,0
2010-12-15 20:00:00,1027.0,-22,-6.0,43.0,SE,8.04,0,0
2010-12-15 21:00:00,1027.0,-22,-6.0,50.0,SE,13.85,0,0
2010-12-15 22:00:00,1027.0,-24,-4.0,54.0,NW,5.81,0,0
2010-12-15 23:00:00,1026.0,-24,-3.0,27.0,NW,13.86,0,0
2010-12-16 00:00:00,1026.0,-24,-4.0,20.0,NW,19.67,0,0
2010-12-16 01:00:00,1025.0,-22,-9.0,28.0,NW,22.8,0,0
2010-12-16 02:00:00,1025.0,-21,-10.0,30.0,NW,25.93,0,0
2010-12-16 03:00:00,1024.0,-23,-4.0,22.0,NW,33.98,0,0
2010-12-16 04:00:00,1023.0,-23,-4.0,27.0,NW,39.79,0,0
2010-12-16 05:00:00,1022.0,-23,-4.0,27.0,NW,43.81,0,0
2010-12-16 06:00:00,1022.0,-22,-7.0,40.0,SE,1.79,0,0
2010-12-16 07:00:00,1021.0,-21,-6.0,41.0,SE,3.58,0,0
2010-12-16 08:00:00,1021.0,-19,-7.0,39.0,cv,0.89,0,0
2010-12-16 09:00:00,1020.0,-18,-5.0,40.0,cv,1.78,0,0
2010-12-16 10:00:00,1020.0,-20,-2.0,54.0,cv,2.67,0,0
2010-12-16 11:00:00,1018.0,-23,0.0,56.0,NW,1.79,0,0
2010-12-16 12:00:00,1016.0,-24,1.0,63.0,NW,7.6,0,0
2010-12-16 13:00:00,1014.0,-24,2.0,58.0,NW,14.75,0,0
2010-12-16 14:00:00,1013.0,-24,3.0,50.0,NW,20.56,0,0
2010-12-16 15:00:00,1012.0,-24,3.0,89.0,NW,24.58,0,0
2010-12-16 16:00:00,1012.0,-21,1.0,81.0,SE,4.92,0,0
2010-12-16 17:00:00,1012.0,-21,0.0,74.0,SE,8.94,0,0
2010-12-16 18:00:00,1012.0,-18,0.0,55.0,SE,12.07,0,0
2010-12-16 19:00:00,1011.0,-18,0.0,60.0,SE,16.09,0,0
2010-12-16 20:00:00,1011.0,-20,0.0,72.0,SE,19.22,0,0
2010-12-16 21:00:00,1011.0,-17,-3.0,82.0,cv,0.89,0,0
2010-12-16 22:00:00,1012.0,-16,-5.0,98.0,cv,1.78,0,0
2010-12-16 23:00:00,1012.0,-18,0.0,95.0,NW,3.13,0,0
2010-12-17 00:00:00,1012.0,-18,-1.0,55.0,NW,7.15,0,0
2010-12-17 01:00:00,1012.0,-21,0.0,41.0,NW,12.07,0,0
2010-12-17 02:00:00,1012.0,-19,-2.0,39.0,NW,13.86,0,0
2010-12-17 03:00:00,1013.0,-19,-1.0,36.0,NW,16.99,0,0
2010-12-17 04:00:00,1013.0,-18,-5.0,34.0,NW,18.78,0,0
2010-12-17 05:00:00,1013.0,-18,-5.0,34.0,NW,20.57,0,0
2010-12-17 06:00:00,1013.0,-17,-6.0,42.0,cv,0.89,0,0
2010-12-17 07:00:00,1014.0,-17,-6.0,40.0,NW,0.89,0,0
2010-12-17 08:00:00,1014.0,-15,-8.0,71.0,NW,2.68,0,0
2010-12-17 09:00:00,1014.0,-13,-3.0,69.0,cv,0.89,0,0
2010-12-17 10:00:00,1015.0,-14,2.0,64.0,cv,1.78,0,0
2010-12-17 11:00:00,1014.0,-18,5.0,65.0,SE,4.02,0,0
2010-12-17 12:00:00,1013.0,-21,6.0,71.0,SE,9.83,0,0
2010-12-17 13:00:00,1012.0,-20,7.0,73.0,SE,13.85,0,0
2010-12-17 14:00:00,1012.0,-19,8.0,79.0,SE,17.87,0,0
2010-12-17 15:00:00,1012.0,-19,7.0,93.0,SE,21.89,0,0
2010-12-17 16:00:00,1012.0,-17,5.0,87.0,SE,25.02,0,0
2010-12-17 17:00:00,1012.0,-17,3.0,136.0,SE,26.81,0,0
2010-12-17 18:00:00,1013.0,-16,1.0,135.0,cv,0.89,0,0
2010-12-17 19:00:00,1013.0,-13,-3.0,145.0,SE,0.89,0,0
2010-12-17 20:00:00,1013.0,-13,-4.0,205.0,NE,0.89,0,0
2010-12-17 21:00:00,1014.0,-13,-4.0,282.0,SE,0.89,0,0
2010-12-17 22:00:00,1014.0,-13,-3.0,325.0,cv,0.89,0,0
2010-12-17 23:00:00,1014.0,-13,-6.0,379.0,NW,1.79,0,0
2010-12-18 00:00:00,1014.0,-13,-6.0,374.0,NW,3.58,0,0
2010-12-18 01:00:00,1014.0,-13,-6.0,363.0,NW,6.71,0,0
2010-12-18 02:00:00,1013.0,-13,-6.0,319.0,NE,0.89,0,0
2010-12-18 03:00:00,1013.0,-13,-8.0,265.0,NE,1.78,0,0
2010-12-18 04:00:00,1013.0,-14,-7.0,247.0,cv,0.89,0,0
2010-12-18 05:00:00,1013.0,-13,-9.0,231.0,NW,3.13,0,0
2010-12-18 06:00:00,1013.0,-13,-6.0,215.0,NW,4.92,0,0
2010-12-18 07:00:00,1013.0,-12,-8.0,210.0,NE,0.89,0,0
2010-12-18 08:00:00,1013.0,-13,-8.0,242.0,cv,0.89,0,0
2010-12-18 09:00:00,1013.0,-11,-5.0,249.0,NW,1.79,0,0
2010-12-18 10:00:00,1013.0,-10,-1.0,211.0,NW,3.58,0,0
2010-12-18 11:00:00,1013.0,-12,0.0,201.0,cv,0.89,0,0
2010-12-18 12:00:00,1012.0,-13,3.0,206.0,NW,1.79,0,0
2010-12-18 13:00:00,1011.0,-13,4.0,224.0,cv,0.89,0,0
2010-12-18 14:00:00,1010.0,-14,5.0,230.0,NW,1.79,0,0
2010-12-18 15:00:00,1010.0,-13,5.0,246.0,cv,0.89,0,0
2010-12-18 16:00:00,1010.0,-13,4.0,255.0,cv,1.78,0,0
2010-12-18 17:00:00,1011.0,-12,2.0,269.0,SE,1.79,0,0
2010-12-18 18:00:00,1012.0,-11,-1.0,302.0,cv,0.89,0,0
2010-12-18 19:00:00,1012.0,-11,-3.0,315.0,NE,1.79,0,0
2010-12-18 20:00:00,1013.0,-10,-4.0,296.0,NE,2.68,0,0
2010-12-18 21:00:00,1013.0,-11,-6.0,290.0,cv,0.89,0,0
2010-12-18 22:00:00,1014.0,-10,-5.0,308.0,cv,1.78,0,0
2010-12-18 23:00:00,1015.0,-11,-5.0,454.0,cv,2.67,0,0
2010-12-19 00:00:00,1015.0,-11,-5.0,528.0,NW,0.89,0,0
2010-12-19 01:00:00,1015.0,-10,-5.0,485.0,cv,0.89,0,0
2010-12-19 02:00:00,1014.0,-11,-4.0,489.0,cv,1.78,0,0
2010-12-19 03:00:00,1014.0,-10,-5.0,404.0,NW,4.02,0,0
2010-12-19 04:00:00,1014.0,-12,-3.0,299.0,SE,1.79,0,0
2010-12-19 05:00:00,1014.0,-12,-3.0,298.0,cv,0.89,0,0
2010-12-19 06:00:00,1014.0,-12,-3.0,133.0,NW,1.79,0,0
2010-12-19 07:00:00,1015.0,-17,6.0,105.0,NW,11.62,0,0
2010-12-19 08:00:00,1015.0,-17,5.0,72.0,NW,16.54,0,0
2010-12-19 09:00:00,1017.0,-17,7.0,64.0,NW,25.48,0,0
2010-12-19 10:00:00,1017.0,-15,8.0,52.0,NW,34.42,0,0
2010-12-19 11:00:00,1017.0,-13,9.0,49.0,NW,43.36,0,0
2010-12-19 12:00:00,1016.0,-12,9.0,40.0,NW,50.51,0,0
2010-12-19 13:00:00,1016.0,-11,10.0,43.0,NW,58.56,0,0
2010-12-19 14:00:00,1016.0,-12,11.0,35.0,NW,65.71,0,0
2010-12-19 15:00:00,1016.0,-12,11.0,22.0,NW,71.52,0,0
2010-12-19 16:00:00,1016.0,-12,10.0,16.0,NW,77.33,0,0
2010-12-19 17:00:00,1017.0,-14,9.0,10.0,NW,83.14,0,0
2010-12-19 18:00:00,1017.0,-15,9.0,34.0,NW,87.16,0,0
2010-12-19 19:00:00,1018.0,-13,8.0,64.0,cv,3.13,0,0
2010-12-19 20:00:00,1018.0,-15,9.0,59.0,NW,4.92,0,0
2010-12-19 21:00:00,1018.0,-14,7.0,104.0,SE,3.13,0,0
2010-12-19 22:00:00,1018.0,-14,6.0,126.0,SE,6.26,0,0
2010-12-19 23:00:00,1018.0,-14,3.0,144.0,cv,0.89,0,0
2010-12-20 00:00:00,1019.0,-12,-2.0,161.0,NW,1.79,0,0
2010-12-20 01:00:00,1019.0,-11,-2.0,187.0,cv,0.89,0,0
2010-12-20 02:00:00,1019.0,-11,-4.0,200.0,NE,0.89,0,0
2010-12-20 03:00:00,1019.0,-12,-6.0,206.0,cv,0.89,0,0
2010-12-20 04:00:00,1018.0,-11,-5.0,233.0,cv,1.78,0,0
2010-12-20 05:00:00,1018.0,-12,-6.0,221.0,cv,2.67,0,0
2010-12-20 06:00:00,1018.0,-12,-7.0,220.0,NW,1.79,0,0
2010-12-20 07:00:00,1018.0,-11,-7.0,230.0,cv,0.89,0,0
2010-12-20 08:00:00,1019.0,-11,-6.0,254.0,cv,1.78,0,0
2010-12-20 09:00:00,1019.0,-7,-1.0,311.0,cv,2.23,0,0
2010-12-20 10:00:00,1019.0,-10,3.0,352.0,cv,3.12,0,0
2010-12-20 11:00:00,1018.0,-10,6.0,227.0,cv,4.01,0,0
2010-12-20 12:00:00,1017.0,-13,8.0,175.0,NW,1.79,0,0
2010-12-20 13:00:00,1016.0,-13,10.0,91.0,cv,0.89,0,0
2010-12-20 14:00:00,1015.0,-15,12.0,129.0,SE,3.13,0,0
2010-12-20 15:00:00,1014.0,-14,12.0,196.0,SE,6.26,0,0
2010-12-20 16:00:00,1015.0,-13,9.0,117.0,SE,11.18,0,0
2010-12-20 17:00:00,1015.0,-14,8.0,104.0,SE,14.31,0,0
2010-12-20 18:00:00,1015.0,-14,8.0,115.0,SE,16.1,0,0
2010-12-20 19:00:00,1015.0,-13,3.0,138.0,SE,17.89,0,0
2010-12-20 20:00:00,1015.0,-12,0.0,147.0,SE,18.78,0,0
2010-12-20 21:00:00,1015.0,-10,-2.0,237.0,cv,0.89,0,0
2010-12-20 22:00:00,1015.0,-10,-2.0,245.0,cv,1.78,0,0
2010-12-20 23:00:00,1015.0,-10,-2.0,311.0,cv,2.67,0,0
2010-12-21 00:00:00,1015.0,-11,-3.0,410.0,NE,0.89,0,0
2010-12-21 01:00:00,1015.0,-10,-5.0,405.0,NE,1.78,0,0
2010-12-21 02:00:00,1014.0,-10,-4.0,391.0,NE,3.57,0,0
2010-12-21 03:00:00,1014.0,-10,-3.0,397.0,cv,0.89,0,0
2010-12-21 04:00:00,1013.0,-9,-5.0,396.0,cv,1.78,0,0
2010-12-21 05:00:00,1013.0,-10,-5.0,367.0,NW,1.79,0,0
2010-12-21 06:00:00,1013.0,-10,-3.0,346.0,cv,0.89,0,0
2010-12-21 07:00:00,1013.0,-10,-4.0,340.0,NW,1.79,0,0
2010-12-21 08:00:00,1013.0,-10,-5.0,266.0,SE,0.89,0,0
2010-12-21 09:00:00,1013.0,-9,-3.0,206.0,cv,0.89,0,0
2010-12-21 10:00:00,1013.0,-7,2.0,224.0,cv,1.78,0,0
2010-12-21 11:00:00,1013.0,-6,3.0,430.0,cv,2.67,0,0
2010-12-21 12:00:00,1012.0,-5,4.0,441.0,SE,1.79,0,0
2010-12-21 13:00:00,1011.0,-6,5.0,425.0,cv,0.89,0,0
2010-12-21 14:00:00,1011.0,-5,6.0,439.0,cv,1.78,0,0
2010-12-21 15:00:00,1011.0,-5,6.0,427.0,SE,1.79,0,0
2010-12-21 16:00:00,1011.0,-5,4.0,474.0,SE,2.68,0,0
2010-12-21 17:00:00,1011.0,-5,1.0,500.0,cv,0.89,0,0
2010-12-21 18:00:00,1011.0,-5,-1.0,548.0,cv,1.78,0,0
2010-12-21 19:00:00,1012.0,-5,-1.0,584.0,cv,2.67,0,0
2010-12-21 20:00:00,1012.0,-6,-2.0,607.0,cv,3.56,0,0
2010-12-21 21:00:00,1013.0,-6,-2.0,611.0,cv,4.45,0,0
2010-12-21 22:00:00,1013.0,-7,-4.0,615.0,cv,5.34,0,0
2010-12-21 23:00:00,1013.0,-8,-5.0,587.0,cv,6.23,0,0
2010-12-22 00:00:00,1013.0,-7,-5.0,570.0,cv,7.12,0,0
2010-12-22 01:00:00,1013.0,-8,-6.0,573.0,cv,8.01,0,0
2010-12-22 02:00:00,1014.0,-8,-5.0,513.0,NW,3.13,0,0
2010-12-22 03:00:00,1014.0,-8,-5.0,397.0,NW,7.15,0,0
2010-12-22 04:00:00,1014.0,-9,-4.0,365.0,NW,8.94,0,0
2010-12-22 05:00:00,1014.0,-9,-2.0,295.0,NW,16.99,0,0
2010-12-22 06:00:00,1015.0,-9,-3.0,263.0,NW,21.91,0,0
2010-12-22 07:00:00,1016.0,-9,-3.0,87.0,NW,27.72,0,0
2010-12-22 08:00:00,1017.0,-10,0.0,67.0,NW,32.64,0,0
2010-12-22 09:00:00,1018.0,-10,3.0,48.0,NW,36.66,0,0
2010-12-22 10:00:00,1019.0,-12,5.0,38.0,NW,40.68,0,0
2010-12-22 11:00:00,1019.0,-14,6.0,35.0,NW,48.73,0,0
2010-12-22 12:00:00,1019.0,-14,7.0,23.0,NW,53.65,0,0
2010-12-22 13:00:00,1019.0,-14,7.0,24.0,NW,58.57,0,0
2010-12-22 14:00:00,1019.0,-14,6.0,15.0,NW,61.7,0,0
2010-12-22 15:00:00,1019.0,-15,6.0,17.0,NW,65.72,0,0
2010-12-22 16:00:00,1020.0,-16,6.0,14.0,NW,70.64,0,0
2010-12-22 17:00:00,1020.0,-19,2.0,13.0,NW,73.77,0,0
2010-12-22 18:00:00,1021.0,-20,2.0,17.0,NE,4.02,0,0
2010-12-22 19:00:00,1022.0,-20,3.0,27.0,NE,8.94,0,0
2010-12-22 20:00:00,1023.0,-21,2.0,29.0,NE,13.86,0,0
2010-12-22 21:00:00,1025.0,-21,1.0,24.0,NE,18.78,0,0
2010-12-22 22:00:00,1026.0,-22,0.0,18.0,NE,24.59,0,0
2010-12-22 23:00:00,1027.0,-19,0.0,11.0,NE,30.4,0,0
2010-12-23 00:00:00,1028.0,-16,-1.0,10.0,NE,36.21,0,0
2010-12-23 01:00:00,1029.0,-9,-3.0,10.0,NW,4.92,0,0
2010-12-23 02:00:00,1030.0,-14,-2.0,10.0,NE,4.02,0,0
2010-12-23 03:00:00,1031.0,-14,-3.0,12.0,NW,7.15,0,0
2010-12-23 04:00:00,1031.0,-16,-3.0,13.0,NW,16.09,0,0
2010-12-23 05:00:00,1032.0,-20,-4.0,10.0,NW,27.27,0,0
2010-12-23 06:00:00,1033.0,-24,-5.0,11.0,NW,37.1,0,0
2010-12-23 07:00:00,1035.0,-27,-7.0,17.0,NW,45.15,0,0
2010-12-23 08:00:00,1035.0,-26,-7.0,21.0,NW,56.33,0,0
2010-12-23 09:00:00,1036.0,-26,-7.0,17.0,NW,64.38,0,0
2010-12-23 10:00:00,1037.0,-28,-6.0,18.0,NW,74.21,0,0
2010-12-23 11:00:00,1037.0,-28,-6.0,21.0,NW,85.39,0,0
2010-12-23 12:00:00,1037.0,-26,-6.0,24.0,NW,94.33,0,0
2010-12-23 13:00:00,1036.0,-26,-5.0,25.0,NW,102.38,0,0
2010-12-23 14:00:00,1036.0,-26,-5.0,24.0,NW,109.53,0,0
2010-12-23 15:00:00,1036.0,-26,-5.0,33.0,NW,114.45,0,0
2010-12-23 16:00:00,1036.0,-28,-6.0,24.0,NE,3.13,0,0
2010-12-23 17:00:00,1036.0,-27,-8.0,21.0,NE,4.92,0,0
2010-12-23 18:00:00,1037.0,-26,-9.0,21.0,SE,0.89,0,0
2010-12-23 19:00:00,1038.0,-24,-11.0,42.0,cv,0.89,0,0
2010-12-23 20:00:00,1038.0,-24,-10.0,46.0,cv,1.34,0,0
2010-12-23 21:00:00,1039.0,-26,-9.0,52.0,cv,2.23,0,0
2010-12-23 22:00:00,1039.0,-25,-9.0,32.0,NE,3.13,0,0
2010-12-23 23:00:00,1040.0,-25,-10.0,42.0,NE,6.26,0,0
2010-12-24 00:00:00,1040.0,-25,-10.0,32.0,NE,10.28,0,0
2010-12-24 01:00:00,1040.0,-26,-11.0,35.0,NE,13.41,0,0
2010-12-24 02:00:00,1040.0,-26,-11.0,26.0,NW,4.02,0,0
2010-12-24 03:00:00,1041.0,-26,-12.0,27.0,NW,7.15,0,0
2010-12-24 04:00:00,1041.0,-26,-12.0,28.0,NW,11.17,0,0
2010-12-24 05:00:00,1040.0,-26,-13.0,19.0,NW,15.19,0,0
2010-12-24 06:00:00,1041.0,-26,-13.0,24.0,NE,4.02,0,0
2010-12-24 07:00:00,1041.0,-26,-13.0,23.0,NW,4.02,0,0
2010-12-24 08:00:00,1041.0,-26,-13.0,21.0,NW,8.04,0,0
2010-12-24 09:00:00,1041.0,-26,-11.0,27.0,NW,12.06,0,0
2010-12-24 10:00:00,1040.0,-26,-9.0,34.0,NW,15.19,0,0
2010-12-24 11:00:00,1040.0,-26,-8.0,34.0,NW,19.21,0,0
2010-12-24 12:00:00,1038.0,-26,-6.0,25.0,NW,23.23,0,0
2010-12-24 13:00:00,1036.0,-26,-5.0,20.0,NW,26.36,0,0
2010-12-24 14:00:00,1035.0,-26,-4.0,20.0,NW,29.49,0,0
2010-12-24 15:00:00,1034.0,-25,-4.0,26.0,NE,1.79,0,0
2010-12-24 16:00:00,1034.0,-24,-5.0,23.0,NE,3.58,0,0
2010-12-24 17:00:00,1034.0,-25,-7.0,51.0,NE,5.37,0,0
2010-12-24 18:00:00,1034.0,-24,-9.0,71.0,NE,6.26,0,0
2010-12-24 19:00:00,1033.0,-22,-10.0,71.0,NE,7.15,0,0
2010-12-24 20:00:00,1033.0,-23,-9.0,76.0,NW,0.89,0,0
2010-12-24 21:00:00,1033.0,-22,-12.0,103.0,cv,0.45,0,0
2010-12-24 22:00:00,1033.0,-24,-12.0,116.0,NW,1.79,0,0
2010-12-24 23:00:00,1033.0,-22,-13.0,111.0,NW,4.92,0,0
2010-12-25 00:00:00,1032.0,-23,-10.0,135.0,cv,0.89,0,0
2010-12-25 01:00:00,1032.0,-23,-8.0,97.0,NW,4.02,0,0
2010-12-25 02:00:00,1032.0,-24,-8.0,35.0,NW,8.94,0,0
2010-12-25 03:00:00,1031.0,-24,-7.0,17.0,NW,14.75,0,0
2010-12-25 04:00:00,1031.0,-25,-8.0,18.0,NW,19.67,0,0
2010-12-25 05:00:00,1031.0,-25,-8.0,18.0,NW,25.48,0,0
2010-12-25 06:00:00,1030.0,-24,-9.0,17.0,NW,28.61,0,0
2010-12-25 07:00:00,1031.0,-23,-12.0,19.0,NW,32.63,0,0
